,0,1
0,1.455523234030623,0.7704104517181515
1,2.822937769327192,0.3221890385187078
2,0.2144901154248105,2.450992328477633
3,2.7856815057228985,-0.7239224425469346
4,0.11918587097126498,-0.5085442057824182
5,2.123512140455435,-0.1785665964027562
6,0.2653002751140378,0.43505846867845394
7,1.1878285551048677,0.24063218819878182
8,0.9252321374428739,0.1758508138194732
9,1.4509844533574292,0.9966131621464434
10,0.519906572087014,0.9559118169757664
11,-0.04256993309180368,1.1929888815493266
12,1.0615541599407523,0.9449395609658513
13,1.5767660332823112,1.5746744541353026
14,2.0365421757060718,2.1472733186716058
15,1.5383006386226001,0.027996693605916112
16,1.3658748962541265,1.191613769943983
17,2.876509426435754,0.8125419583260031
18,1.6030604029521478,1.1363379068111172
19,3.3973361286982944,-0.8237269943508994
20,1.008472200108963,-0.048959803932051016
21,3.0359010972020526,-0.037225067881135665
22,1.102881928652515,2.618405038805661
23,2.4090612754519722,-0.08512057778982808
24,0.2158613436830818,0.8297775416420672
25,0.13545951945554235,2.076891282470355
26,-0.2411884893020505,-0.5116305015120005
27,2.245023984108672,2.655077380080357
28,-0.1821049482979504,2.961620479973443
29,2.995005349384516,0.774266021307975
30,1.9764945453583007,-0.34530966856306516
31,1.0948396994393952,0.7315977213679303
32,0.8948119752435045,1.1658563982140866
33,0.820422691732036,0.1289941294864573
34,0.31367969036209614,0.5909965695947834
35,1.8628780738863688,0.28244776880195005
36,1.1128327193835037,1.4819802267988158
37,1.5231145058834867,-0.011083848086200276
38,1.4970298629323957,0.6048104047277223
39,2.5787417501453738,-0.980881133226009
40,0.4071420407959233,0.45577273896478376
41,1.7781303026683628,2.55438803754463
42,0.9908415133906321,0.4009358533913626
43,2.269481556640656,-0.03381148134108594
44,1.6364389195921654,0.3858223488114345
45,0.6071280190188028,0.30039198286660496
46,1.5560848736131878,1.1086343979402773
47,2.0219317008215363,0.6229081667733615
48,0.44327801795461946,0.7910832959667475
49,1.4434883124473612,1.708240974056927
50,0.6748737957192751,0.4134319691035379
51,0.6922737594282213,0.03498476556894087
52,0.5903704105207087,0.6931910994949079
53,0.9997133057721964,1.3782419800418693
54,0.8050378474928128,3.388555501329094
55,3.056543838121592,-0.006385834937914281
56,1.318789898171504,1.4790531231228181
57,2.313252819678685,0.5920431150134384
58,0.11285404682282407,2.20200803031523
59,3.5069877216687027,-1.111000850220134
60,1.8575477933281261,1.5188659436214613
61,1.4356906507428289,-0.3646044892476615
62,-0.03951961396782233,1.276658403907458
